order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,gross_amount,net_amount,payment_method,channel,marketing_source,delivery_days,returned,review_score,segment,city,category
O00179,C0426,P027,2025-02-02,2,1016.89,0.1,2033.78,1830.4,Mobile Money,App,Organique,14.0,0,4.0,Étudiant,Port-au-Prince,Laptop
O00180,C0422,P049,2025-04-02,4,308.72,0.04,1234.88,1185.48,Cash,Web,Partenariat,0.0,0,4.0,Entreprise,Port-au-Prince,Logiciel
O00181,C0302,P008,2025-06-20,2,68.48,0.04,136.96,131.48,Carte,Boutique,Réseaux sociaux,2.0,0,4.0,Étudiant,Saint-Marc,Logiciel
O00182,C0149,P017,2024-12-06,4,108.73,0.07,434.92,404.48,Mobile Money,App,Référencement payant,0.0,0,3.0,Indépendant,Abidjan,Logiciel
O00183,C0178,P058,2025-08-14,1,222.36,0.12,222.36,195.68,Carte,Web,Référencement payant,1.0,0,5.0,Étudiant,Jérémie,Cloud
O00184,C0220,P051,2024-09-21,3,51.59,0.18,154.77,126.91,Mobile Money,Web,Organique,13.0,0,5.0,Étudiant,Port-au-Prince,Accessoire
O00185,C0094,P004,2025-01-24,3,91.27,0.09,273.81,249.17,Cash,Web,Réseaux sociaux,7.0,0,5.0,Professionnel,Les Cayes,Accessoire
O00186,C0153,P050,2024-04-23,2,24.97,0.04,49.94,47.94,Mobile Money,Web,Direct,3.0,0,4.0,Professionnel,Gonaïves,Livre
O00187,C0068,P004,2025-03-19,4,91.27,0.07,365.08,339.52,Mobile Money,Boutique,Organique,12.0,0,4.0,Entreprise,Paris,Accessoire
O00188,C0078,P008,2024-07-06,2,68.48,0.17,136.96,113.68,Virement,Web,Référencement payant,3.0,0,4.0,Professionnel,Gonaïves,Logiciel
O00189,C0373,P054,2025-05-13,4,1341.69,0.12,5366.76,4722.75,Cash,Boutique,Direct,3.0,0,4.0,Entreprise,Port-au-Prince,Laptop
O00190,C0065,P008,2025-07-26,2,68.48,0.11,136.96,121.89,Carte,Web,Réseaux sociaux,2.0,0,,Étudiant,Paris,Logiciel
O00191,C0235,P019,2025-09-06,3,121.48,0.25,364.44,273.33,Carte,App,Réseaux sociaux,3.0,0,4.0,Indépendant,Jacmel,Cours
O00192,C0215,P009,2025-10-26,4,157.91,0.25,631.64,473.73,Mobile Money,Boutique,Réseaux sociaux,0.0,0,4.0,Indépendant,Port-au-Prince,Cours
O00193,C0024,P036,2024-03-28,5,130.05,0.16,650.25,546.21,Cash,App,Partenariat,8.0,0,5.0,Indépendant,Cap-Haïtien,Accessoire
O00194,C0416,P004,2024-04-08,2,91.27,0.11,182.54,162.46,Mobile Money,App,Réseaux sociaux,5.0,0,4.0,Entreprise,Jacmel,Accessoire
O00195,C0492,P018,2025-10-24,3,52.97,0.07,158.91,147.79,Carte,Boutique,Réseaux sociaux,2.0,0,5.0,Professionnel,Port-au-Prince,Cours
O00196,C0320,P020,2024-09-29,3,1817.26,0.24,5451.78,4143.35,Mobile Money,App,Organique,10.0,0,4.0,Professionnel,Port-au-Prince,Laptop
O00197,C0336,P039,2024-01-19,5,179.66,0.18,898.3,736.61,Carte,App,Direct,0.0,0,5.0,Entreprise,Abidjan,Cours
O00198,C0117,P030,2024-07-24,5,408.53,0.05,2042.65,1940.52,Carte,Web,Partenariat,6.0,0,4.0,Étudiant,Cap-Haïtien,Cloud
O00199,C0423,P012,2025-08-20,4,74.3,0.14,297.2,255.59,Carte,Web,Email,2.0,0,4.0,Étudiant,Santo Domingo,Livre
O00200,C0393,P028,2024-09-10,5,26.12,0.28,130.6,94.03,Carte,Web,Direct,5.0,0,5.0,Professionnel,Port-au-Prince,Accessoire
O00201,C0220,P028,2024-02-24,1,26.12,0.01,26.12,25.86,Mobile Money,App,Référencement payant,14.0,0,4.0,Étudiant,Port-au-Prince,Accessoire
O00202,C0353,P022,2025-05-31,4,50.57,0.07,202.28,188.12,Carte,App,Direct,3.0,0,3.0,Étudiant,Port-au-Prince,Livre
O00203,C0478,P033,2024-05-19,5,119.22,0.17,596.1,494.76,Carte,App,Organique,3.0,0,5.0,Professionnel,Les Cayes,Accessoire
O00204,C0302,P020,2024-09-09,4,1817.26,0.29,7269.04,5161.02,Mobile Money,Boutique,Organique,8.0,0,5.0,Étudiant,Saint-Marc,Laptop
O00205,C0100,P021,2024-01-03,3,151.84,0.11,455.52,405.41,Carte,Web,Partenariat,0.0,0,4.0,Étudiant,Port-au-Prince,Cours
O00206,C0166,P048,2025-03-06,5,74.61,0.11,373.05,332.01,Carte,Boutique,Réseaux sociaux,1.0,0,5.0,Professionnel,Port-au-Prince,Cours
O00207,C0093,P016,2024-11-14,4,1572.54,0.22,6290.16,4906.32,Carte,Web,Réseaux sociaux,3.0,0,4.0,Professionnel,Port-au-Prince,Laptop
O00208,C0166,P020,2025-09-11,5,1817.26,0.11,9086.3,8086.81,Carte,Web,Référencement payant,3.0,0,4.0,Professionnel,Port-au-Prince,Laptop
O00209,C0446,P009,2024-08-27,1,157.91,0.15,157.91,134.22,Mobile Money,App,Email,0.0,0,4.0,Étudiant,Cap-Haïtien,Cours
O00210,C0095,P042,2024-05-26,4,68.31,0.02,273.24,267.78,Carte,Web,Réseaux sociaux,3.0,0,4.0,Indépendant,Jacmel,Cloud
O00211,C0446,P043,2024-04-28,3,119.53,0.17,358.59,297.63,Carte,App,Réseaux sociaux,1.0,0,4.0,Étudiant,Cap-Haïtien,Cours
O00212,C0143,P041,2024-05-23,5,46.48,0.16,232.4,195.22,Carte,App,Réseaux sociaux,11.0,0,5.0,Professionnel,Abidjan,Livre
O00213,C0250,P011,2024-11-18,5,41.85,0.21,209.25,165.31,Carte,App,Organique,2.0,0,4.0,Professionnel,Cap-Haïtien,Cours
O00214,C0265,P028,2024-03-03,5,26.12,0.11,130.6,116.23,Carte,Web,Organique,7.0,1,5.0,Entreprise,Les Cayes,Accessoire
O00215,C0063,P018,2024-10-14,2,52.97,0.24,105.94,80.51,Carte,Web,Email,1.0,1,5.0,Étudiant,Abidjan,Cours
O00216,C0093,P046,2025-09-03,3,125.59,0.15,376.77,320.25,Carte,Web,Référencement payant,0.0,0,4.0,Professionnel,Port-au-Prince,Cours
O00217,C0153,P021,2025-07-02,1,151.84,0.04,151.84,145.77,Carte,Web,Réseaux sociaux,1.0,0,4.0,Professionnel,Gonaïves,Cours
O00218,C0030,P025,2025-03-31,5,95.45,0.0,477.25,477.25,Virement,Web,Réseaux sociaux,3.0,0,3.0,Professionnel,Port-au-Prince,Cours
O00219,C0378,P028,2025-09-30,2,26.12,0.1,52.24,47.02,Carte,Web,Email,8.0,0,5.0,Entreprise,Dakar,Accessoire
O00220,C0274,P046,2025-07-11,4,125.59,0.05,502.36,477.24,Carte,App,Organique,2.0,0,5.0,Indépendant,Les Cayes,Cours
O00221,C0423,P043,2025-04-11,3,119.53,0.11,358.59,319.15,Mobile Money,Boutique,Réseaux sociaux,2.0,0,4.0,Étudiant,Santo Domingo,Cours
O00222,C0432,P050,2025-09-09,5,24.97,0.06,124.85,117.36,Carte,App,Organique,0.0,0,3.0,Indépendant,Cap-Haïtien,Livre
O00223,C0174,P026,2024-03-29,5,95.37,0.07,476.85,443.47,Mobile Money,Web,Email,2.0,0,4.0,Indépendant,Port-au-Prince,Accessoire
O00224,C0409,P050,2025-08-08,4,24.97,0.07,99.88,92.89,Carte,App,Organique,1.0,0,5.0,Indépendant,Jacmel,Livre
O00225,C0031,P053,2024-07-30,4,325.9,0.06,1303.6,1225.38,Mobile Money,Web,Réseaux sociaux,2.0,0,4.0,Professionnel,Saint-Marc,Cloud
O00226,C0215,P032,2025-06-08,1,756.36,0.11,756.36,673.16,Cash,Web,Email,6.0,0,4.0,Indépendant,Port-au-Prince,Laptop
O00227,C0333,P041,2025-10-15,5,46.48,0.25,232.4,174.3,Carte,Web,Partenariat,2.0,0,4.0,Indépendant,Paris,Livre
O00228,C0234,P055,2024-12-20,1,1771.15,0.08,1771.15,1629.46,Carte,Boutique,Référencement payant,5.0,0,,Étudiant,Paris,Laptop
O00229,C0370,P051,2024-03-04,3,51.59,0.18,154.77,126.91,Mobile Money,App,Direct,12.0,0,5.0,Indépendant,Montréal,Accessoire
O00230,C0430,P017,2024-09-21,2,108.73,0.19,217.46,176.14,Cash,Web,Référencement payant,0.0,0,4.0,Étudiant,Dakar,Logiciel
O00231,C0213,P043,2024-10-17,2,119.53,0.07,239.06,222.33,Carte,App,Réseaux sociaux,0.0,0,4.0,Étudiant,Port-au-Prince,Cours
O00232,C0138,P027,2025-10-31,5,1016.89,0.16,5084.45,4270.94,Mobile Money,Boutique,Organique,8.0,0,5.0,Entreprise,Paris,Laptop
O00233,C0292,P009,2025-11-04,2,157.91,0.15,315.82,268.45,Carte,Web,Organique,2.0,0,4.0,Professionnel,Paris,Cours
O00234,C0435,P023,2025-02-10,3,132.18,0.15,396.54,337.06,Mobile Money,App,Organique,3.0,0,4.0,Professionnel,Kinshasa,Logiciel
O00235,C0494,P059,2025-11-10,2,108.25,0.12,216.5,190.52,Carte,Web,Organique,2.0,0,,Professionnel,Port-au-Prince,Cours
O00236,C0408,P058,2024-11-07,5,222.36,0.22,1111.8,867.2,Mobile Money,Web,Réseaux sociaux,1.0,0,4.0,Étudiant,Paris,Cloud
O00237,C0123,P048,2024-10-21,4,74.61,0.26,298.44,220.85,Carte,App,Référencement payant,1.0,0,4.0,Étudiant,Port-au-Prince,Cours
O00238,C0103,P060,2025-08-21,3,813.91,0.06,2441.73,2295.23,Mobile Money,Web,Référencement payant,5.0,0,4.0,Indépendant,Montréal,Laptop
O00239,C0287,P035,2025-04-22,1,52.24,0.14,52.24,44.93,Carte,App,Réseaux sociaux,8.0,0,4.0,Professionnel,Les Cayes,Livre
O00240,C0202,P046,2025-01-08,1,125.59,0.06,125.59,118.05,Mobile Money,Web,Réseaux sociaux,0.0,0,4.0,Entreprise,Port-au-Prince,Cours
O00241,C0306,P010,2024-11-22,2,28.28,0.06,56.56,53.17,Mobile Money,App,Organique,3.0,0,4.0,Indépendant,Montréal,Livre
O00242,C0462,P018,2025-05-19,3,52.97,0.05,158.91,150.96,Virement,App,Réseaux sociaux,0.0,0,5.0,Étudiant,Santo Domingo,Cours
O00243,C0275,P011,2025-06-22,5,41.85,0.02,209.25,205.06,Cash,App,Réseaux sociaux,3.0,0,4.0,Étudiant,Gonaïves,Cours
O00244,C0178,P057,2024-12-16,1,55.74,0.13,55.74,48.49,Mobile Money,App,Réseaux sociaux,2.0,0,4.0,Étudiant,Jérémie,Cours
O00245,C0435,P037,2024-01-23,3,120.19,0.06,360.57,338.94,Mobile Money,App,Organique,2.0,0,4.0,Professionnel,Kinshasa,Cours
O00246,C0220,P056,2024-03-13,2,144.68,0.17,289.36,240.17,Carte,Web,Direct,3.0,0,5.0,Étudiant,Port-au-Prince,Logiciel
O00247,C0303,P025,2024-04-13,1,95.45,0.12,95.45,84.0,Virement,Web,Email,3.0,0,4.0,Indépendant,Paris,Cours
O00248,C0068,P025,2024-11-26,4,95.45,0.17,381.8,316.89,Mobile Money,App,Email,0.0,0,4.0,Entreprise,Paris,Cours
O00249,C0254,P041,2025-03-15,4,46.48,0.04,185.92,178.48,Mobile Money,Web,Organique,3.0,0,5.0,Professionnel,Santo Domingo,Livre
O00250,C0214,P035,2025-07-28,5,52.24,0.17,261.2,216.8,Mobile Money,Web,Organique,0.0,0,4.0,Professionnel,Jérémie,Livre
O00251,C0062,P023,2024-06-15,3,132.18,0.11,396.54,352.92,Mobile Money,Boutique,Réseaux sociaux,2.0,0,4.0,Professionnel,Jacmel,Logiciel
O00252,C0106,P020,2025-07-16,2,1817.26,0.16,3634.52,3053.0,Virement,Web,Direct,4.0,0,5.0,Étudiant,Fort-Liberté,Laptop
O00253,C0352,P031,2025-04-21,5,165.54,0.02,827.7,811.15,Virement,Web,Organique,0.0,0,4.0,Étudiant,Montréal,Cours
O00254,C0091,P005,2024-02-06,2,1123.49,0.17,2246.98,1864.99,Mobile Money,Boutique,Réseaux sociaux,6.0,0,5.0,Indépendant,Cap-Haïtien,Laptop
O00255,C0067,P012,2024-09-08,4,74.3,0.06,297.2,279.37,Carte,App,Direct,2.0,0,5.0,Professionnel,Hinche,Livre
O00256,C0029,P003,2024-08-04,5,40.16,0.12,200.8,176.7,Cash,App,Réseaux sociaux,3.0,0,4.0,Professionnel,Gonaïves,Livre
O00257,C0014,P010,2025-09-25,1,28.28,0.12,28.28,24.89,Mobile Money,Web,Réseaux sociaux,11.0,0,4.0,Étudiant,Dakar,Livre
O00258,C0218,P012,2025-10-20,5,74.3,0.22,371.5,289.77,Mobile Money,Web,Email,1.0,0,,Indépendant,Paris,Livre
O00259,C0245,P005,2025-08-08,2,1123.49,0.17,2246.98,1864.99,Mobile Money,App,Réseaux sociaux,45.0,0,4.0,Professionnel,Port-au-Prince,Laptop
O00260,C0313,P004,2025-01-12,3,91.27,0.2,273.81,219.05,Mobile Money,Web,Direct,11.0,0,4.0,Étudiant,Port-au-Prince,Accessoire
O00261,C0287,P050,2024-12-18,2,24.97,0.07,49.94,46.44,Mobile Money,App,Organique,0.0,0,4.0,Professionnel,Les Cayes,Livre
O00262,C0269,P011,2024-08-10,1,41.85,0.17,41.85,34.74,Mobile Money,Web,Référencement payant,2.0,0,4.0,Entreprise,Les Cayes,Cours
O00263,C0500,P034,2025-07-06,4,294.16,0.03,1176.64,1141.34,Virement,Web,Organique,3.0,0,5.0,Professionnel,Saint-Marc,Logiciel
O00264,C0125,P006,2024-03-02,3,75.23,0.03,225.69,218.92,Virement,Web,Partenariat,6.0,0,4.0,Étudiant,Port-au-Prince,Accessoire
O00265,C0357,P057,2024-07-12,3,55.74,0.01,167.22,165.55,Mobile Money,Web,Partenariat,3.0,0,4.0,Étudiant,Port-au-Prince,Cours
O00266,C0040,P015,2024-04-06,3,215.62,0.07,646.86,601.58,Carte,Web,Partenariat,0.0,0,4.0,Étudiant,Gonaïves,Cloud
O00267,C0425,P045,2024-12-19,4,349.73,0.01,1398.92,1384.93,Mobile Money,App,Partenariat,,0,4.0,Entreprise,Jacmel,Cloud
O00268,C0182,P039,2024-08-02,5,179.66,0.07,898.3,835.42,Mobile Money,App,Référencement payant,3.0,0,5.0,Entreprise,Paris,Cours
O00269,C0174,P047,2024-05-21,3,122.9,0.02,368.7,361.33,Mobile Money,Web,Organique,3.0,0,5.0,Indépendant,Port-au-Prince,Cours
O00270,C0068,P038,2024-09-26,1,98.38,0.14,98.38,84.61,Virement,App,Organique,2.0,0,3.0,Entreprise,Paris,Cours
O00271,C0255,P031,2025-09-07,2,165.54,0.15,331.08,281.42,Carte,Web,Réseaux sociaux,2.0,0,5.0,Professionnel,Port-au-Prince,Cours
O00272,C0200,P047,2025-02-02,3,122.9,0.12,368.7,324.46,Carte,Web,Réseaux sociaux,1.0,0,4.0,Étudiant,Dakar,Cours
O00273,C0488,P049,2025-08-11,1,308.72,0.04,308.72,296.37,Virement,App,Réseaux sociaux,3.0,0,4.0,Étudiant,Dakar,Logiciel
O00274,C0090,P023,2025-10-15,2,132.18,0.25,264.36,198.27,Cash,App,Référencement payant,2.0,0,4.0,Professionnel,Fort-Liberté,Logiciel
O00275,C0209,P057,2025-10-07,2,55.74,0.16,111.48,93.64,Mobile Money,App,Référencement payant,8.0,0,3.0,Étudiant,Les Cayes,Cours
O00276,C0451,P060,2024-09-07,5,813.91,0.23,4069.55,3133.55,Carte,Web,Direct,14.0,0,4.0,Professionnel,Port-au-Prince,Laptop
O00277,C0404,P044,2025-09-19,3,238.63,0.07,715.89,665.78,Mobile Money,Web,Réseaux sociaux,5.0,0,4.0,Professionnel,Montréal,Logiciel
O00278,C0383,P056,2025-10-12,5,144.68,0.17,723.4,600.42,Mobile Money,App,Référencement payant,2.0,0,5.0,Entreprise,Port-au-Prince,Logiciel
O00279,C0263,P007,2025-11-17,3,308.43,0.06,925.29,869.77,Mobile Money,App,Référencement payant,,0,4.0,Professionnel,Santo Domingo,Logiciel
O00280,C0437,P033,2024-09-07,3,119.22,0.22,357.66,278.97,Carte,App,Direct,5.0,0,4.0,Professionnel,Gonaïves,Accessoire
O00281,C0112,P040,2024-06-12,5,141.14,0.17,705.7,585.73,Carte,Boutique,Référencement payant,1.0,0,4.0,Professionnel,Jacmel,Cloud
O00282,C0405,P056,2025-02-21,4,144.68,0.12,578.72,509.27,Mobile Money,Web,Organique,0.0,0,5.0,Professionnel,Dakar,Logiciel
O00283,C0291,P008,2025-10-28,2,68.48,0.13,136.96,119.16,Mobile Money,App,Organique,3.0,0,5.0,Étudiant,Hinche,Logiciel
O00284,C0175,P049,2025-10-05,2,308.72,0.19,617.44,500.13,Mobile Money,App,Direct,3.0,0,4.0,Indépendant,Saint-Marc,Logiciel
O00285,C0110,P005,2025-02-12,4,1123.49,0.04,4493.96,4314.2,Carte,Web,Référencement payant,7.0,1,5.0,Professionnel,Gonaïves,Laptop
O00286,C0261,P022,2024-04-16,1,50.57,0.13,50.57,44.0,Carte,Web,Partenariat,,0,5.0,Professionnel,Port-au-Prince,Livre
O00287,C0002,P042,2024-10-29,1,68.31,0.17,68.31,56.7,Carte,App,Référencement payant,3.0,0,5.0,Professionnel,Gonaïves,Cloud
O00288,C0358,P018,2025-05-25,1,52.97,0.09,52.97,48.2,Cash,Web,Référencement payant,1.0,0,4.0,Étudiant,Port-au-Prince,Cours
O00289,C0118,P051,2025-02-04,4,51.59,0.03,206.36,200.17,Carte,App,Référencement payant,9.0,0,4.0,Indépendant,Dakar,Accessoire
O00290,C0195,P056,2024-09-04,3,144.68,0.08,434.04,399.32,Mobile Money,App,Direct,1.0,0,4.0,Étudiant,Mirebalais,Logiciel
O00291,C0097,P010,2024-09-01,1,28.28,0.08,28.28,26.02,Mobile Money,Web,Direct,3.0,0,3.0,Étudiant,Port-au-Prince,Livre
O00292,C0233,P016,2024-02-12,4,1572.54,0.05,6290.16,5975.65,Virement,Web,Réseaux sociaux,12.0,0,4.0,Professionnel,Gonaïves,Laptop
O00293,C0186,P005,2024-07-25,4,1123.49,0.07,4493.96,4179.38,Carte,App,Organique,8.0,0,4.0,Professionnel,Port-au-Prince,Laptop
O00294,C0094,P043,2025-04-23,4,119.53,0.08,478.12,439.87,Mobile Money,Web,Organique,0.0,0,4.0,Professionnel,Les Cayes,Cours
O00295,C0445,P054,2024-06-21,1,1341.69,0.13,1341.69,1167.27,Virement,App,Réseaux sociaux,6.0,0,,Étudiant,Montréal,Laptop
O00296,C0380,P037,2025-12-11,5,120.19,0.17,600.95,498.79,Carte,Web,Partenariat,3.0,0,4.0,Professionnel,Port-au-Prince,Cours
O00297,C0194,P008,2024-02-28,1,68.48,0.06,68.48,64.37,Mobile Money,Boutique,Partenariat,0.0,0,4.0,Entreprise,Fort-Liberté,Logiciel
O00298,C0029,P011,2025-02-24,3,41.85,0.09,125.55,114.25,Carte,Web,Réseaux sociaux,2.0,0,,Professionnel,Gonaïves,Cours
O00299,C0423,P003,2024-12-21,3,40.16,0.11,120.48,107.23,Cash,Web,Réseaux sociaux,3.0,0,4.0,Étudiant,Santo Domingo,Livre
O00300,C0349,P030,2025-08-18,2,408.53,0.07,817.06,759.87,Mobile Money,App,Réseaux sociaux,7.0,0,5.0,Étudiant,Port-au-Prince,Cloud
O00301,C0278,P044,2025-09-26,2,238.63,0.17,477.26,396.13,Carte,Web,Partenariat,2.0,0,4.0,Étudiant,Cap-Haïtien,Logiciel
O00302,C0303,P010,2025-01-23,1,28.28,0.05,28.28,26.87,Virement,Web,Email,0.0,0,5.0,Indépendant,Paris,Livre
O00303,C0004,P051,2025-03-26,3,51.59,0.03,154.77,150.13,Mobile Money,Web,Organique,14.0,0,4.0,Professionnel,Port-au-Prince,Accessoire
O00304,C0237,P016,2025-05-14,4,1572.54,0.07,6290.16,5849.85,Mobile Money,App,Réseaux sociaux,2.0,0,5.0,Étudiant,Les Cayes,Laptop
O00305,C0095,P031,2025-01-07,2,165.54,0.08,331.08,304.59,Carte,App,Email,0.0,0,5.0,Indépendant,Jacmel,Cours
O00306,C0326,P041,2024-05-12,3,46.48,0.06,139.44,131.07,Carte,Web,Email,3.0,0,3.0,Étudiant,Port-au-Prince,Livre
O00307,C0466,P033,2024-11-02,5,119.22,0.11,596.1,530.53,Mobile Money,Web,Partenariat,,0,5.0,Étudiant,Paris,Accessoire
O00308,C0266,P029,2024-06-21,2,26.81,0.13,53.62,46.65,Mobile Money,Web,Direct,3.0,0,4.0,Indépendant,Montréal,Livre
O00309,C0303,P021,2024-11-28,2,151.84,0.22,303.68,236.87,Virement,Boutique,Organique,1.0,0,5.0,Indépendant,Paris,Cours
O00310,C0334,P026,2025-03-15,1,95.37,0.08,95.37,87.74,Carte,Web,Organique,8.0,1,5.0,Professionnel,Port-au-Prince,Accessoire
O00311,C0465,P015,2024-05-29,3,215.62,0.0,646.86,646.86,Mobile Money,App,Réseaux sociaux,3.0,0,4.0,Indépendant,Santo Domingo,Cloud
O00312,C0020,P018,2024-06-27,2,52.97,0.12,105.94,93.23,Carte,Web,Organique,2.0,0,5.0,Entreprise,Les Cayes,Cours
O00313,C0156,P046,2025-08-11,5,125.59,0.07,627.95,583.99,Mobile Money,App,Réseaux sociaux,3.0,0,4.0,Professionnel,Port-au-Prince,Cours
O00314,C0135,P053,2024-09-27,2,325.9,0.13,651.8,567.07,Carte,Boutique,Organique,0.0,0,4.0,Professionnel,Cap-Haïtien,Cloud
O00315,C0359,P051,2024-05-21,4,51.59,0.05,206.36,196.04,Carte,Web,Organique,8.0,0,4.0,Étudiant,Gonaïves,Accessoire
O00316,C0224,P020,2025-05-24,1,1817.26,0.0,1817.26,1817.26,Carte,App,Partenariat,14.0,0,4.0,Professionnel,Gonaïves,Laptop
O00317,C0387,P020,2025-05-27,2,1817.26,0.06,3634.52,3416.45,Mobile Money,Web,Organique,13.0,0,5.0,Étudiant,Paris,Laptop
O00318,C0237,P004,2025-08-13,1,91.27,0.13,91.27,79.4,Carte,App,Partenariat,9.0,0,4.0,Étudiant,Les Cayes,Accessoire
O00319,C0488,P017,2025-06-27,3,108.73,0.07,326.19,303.36,Mobile Money,Web,Réseaux sociaux,0.0,0,5.0,Étudiant,Dakar,Logiciel
O00320,C0384,P036,2025-12-10,1,130.05,0.04,130.05,124.85,Carte,Web,Réseaux sociaux,14.0,0,5.0,Professionnel,Abidjan,Accessoire
O00321,C0010,P017,2025-02-15,1,108.73,0.08,108.73,100.03,Mobile Money,Web,Organique,0.0,0,,Étudiant,,Logiciel
O00322,C0495,P045,2024-07-24,3,349.73,0.14,1049.19,902.3,Mobile Money,Web,Organique,3.0,0,4.0,Étudiant,Port-au-Prince,Cloud
O00323,C0477,P004,2025-09-08,3,91.27,0.22,273.81,213.57,Carte,Boutique,Réseaux sociaux,9.0,0,4.0,Professionnel,Jacmel,Accessoire
O00324,C0022,P025,2024-07-08,2,95.45,0.12,190.9,167.99,Carte,App,Partenariat,0.0,0,3.0,Étudiant,Saint-Marc,Cours
O00325,C0196,P017,2024-07-27,3,108.73,0.12,326.19,287.05,Carte,Web,Direct,5.0,0,4.0,Entreprise,Gonaïves,Logiciel
O00326,C0486,P030,2025-08-15,3,408.53,0.07,1225.59,1139.8,Mobile Money,Web,Organique,2.0,0,4.0,Indépendant,Port-au-Prince,Cloud
O00327,C0419,P002,2025-09-22,4,1058.14,0.25,4232.56,3174.42,Cash,App,Organique,8.0,0,4.0,Indépendant,Gonaïves,Laptop
O00328,C0235,P026,2024-08-30,3,95.37,0.16,286.11,240.33,Carte,Web,Organique,14.0,0,5.0,Indépendant,Jacmel,Accessoire
O00329,C0273,P048,2025-06-05,5,74.61,0.06,373.05,350.67,Mobile Money,Web,Référencement payant,0.0,0,5.0,Indépendant,Port-au-Prince,Cours
O00330,C0015,P052,2025-10-21,2,1932.53,0.27,3865.06,2821.49,Mobile Money,App,Organique,8.0,1,5.0,Indépendant,Dakar,Laptop
O00331,C0283,P016,2025-07-25,1,1572.54,0.06,1572.54,1478.19,Mobile Money,Web,Organique,14.0,0,4.0,Indépendant,Cap-Haïtien,Laptop
O00332,C0334,P026,2024-01-04,3,95.37,0.12,286.11,251.78,Mobile Money,Web,Partenariat,7.0,0,5.0,Professionnel,Port-au-Prince,Accessoire
O00333,C0180,P042,2025-04-20,1,68.31,0.1,68.31,61.48,Cash,Web,Partenariat,0.0,0,4.0,Indépendant,Montréal,Cloud
O00334,C0154,P028,2024-05-01,4,26.12,0.17,104.48,86.72,Mobile Money,Web,Référencement payant,7.0,0,4.0,Étudiant,Cap-Haïtien,Accessoire
O00335,C0415,P033,2025-08-28,2,119.22,0.16,238.44,200.29,Virement,App,Organique,4.0,0,4.0,Étudiant,Port-au-Prince,Accessoire
O00336,C0225,P021,2024-02-17,2,151.84,0.06,303.68,285.46,Carte,App,Réseaux sociaux,3.0,0,5.0,Entreprise,Jérémie,Cours
O00337,C0133,P051,2025-12-11,3,51.59,0.08,154.77,142.39,Virement,Boutique,Organique,3.0,1,4.0,Étudiant,Cap-Haïtien,Accessoire
O00338,C0188,P038,2024-05-06,1,98.38,0.01,98.38,97.4,Cash,Web,Référencement payant,2.0,0,5.0,Indépendant,Abidjan,Cours
O00339,C0247,P058,2024-10-27,2,222.36,0.27,444.72,324.65,Virement,App,Référencement payant,3.0,0,3.0,Étudiant,Abidjan,Cloud
O00340,C0130,P047,2024-06-16,5,122.9,0.01,614.5,608.36,Carte,Boutique,Organique,0.0,0,,Professionnel,Les Cayes,Cours
O00341,C0281,P023,2025-08-04,4,132.18,0.17,528.72,438.84,Virement,App,Partenariat,1.0,0,5.0,Étudiant,Gonaïves,Logiciel
O00342,C0431,P020,2024-10-08,3,1817.26,0.1,5451.78,4906.6,Carte,Boutique,Réseaux sociaux,3.0,0,3.0,Indépendant,Kinshasa,Laptop
O00343,C0372,P006,2025-06-16,3,75.23,0.04,225.69,216.66,Mobile Money,Boutique,Référencement payant,10.0,0,4.0,Entreprise,Les Cayes,Accessoire
O00344,C0116,P038,2024-02-18,3,98.38,0.13,295.14,256.77,Carte,App,Organique,2.0,0,,Étudiant,Santo Domingo,Cours
O00345,C0236,P045,2024-11-19,5,349.73,0.26,1748.65,1294.0,Mobile Money,Boutique,Réseaux sociaux,0.0,0,4.0,Professionnel,Santo Domingo,Cloud
O00346,C0272,P022,2025-10-13,5,50.57,0.08,252.85,232.62,Carte,App,Organique,1.0,0,4.0,Professionnel,Cap-Haïtien,Livre
O00347,C0341,P002,2025-10-24,3,1058.14,0.28,3174.42,2285.58,Carte,Web,Référencement payant,2.0,0,5.0,Professionnel,Montréal,Laptop
O00348,C0379,P050,2024-05-29,5,24.97,0.03,124.85,121.1,Carte,Boutique,Organique,2.0,0,4.0,Étudiant,Montréal,Livre
O00349,C0243,P014,2024-10-09,1,120.86,0.2,120.86,96.69,Carte,App,Réseaux sociaux,3.0,0,5.0,Professionnel,Santo Domingo,Cours
O00350,C0158,P035,2024-10-19,2,52.24,0.18,104.48,85.67,Mobile Money,Web,Référencement payant,1.0,0,5.0,Étudiant,Montréal,Livre
O00351,C0330,P004,2025-02-08,2,91.27,0.11,182.54,162.46,Virement,Web,Référencement payant,11.0,0,5.0,Entreprise,Dakar,Accessoire
O00352,C0063,P004,2025-01-19,4,91.27,0.1,365.08,328.57,Mobile Money,Web,Email,6.0,0,5.0,Étudiant,Abidjan,Accessoire
O00353,C0338,P054,2024-03-16,4,1341.69,0.12,5366.76,4722.75,Mobile Money,App,Référencement payant,3.0,0,5.0,Étudiant,Gonaïves,Laptop
O00354,C0449,P041,2025-06-29,3,46.48,0.15,139.44,118.52,Virement,Web,Email,1.0,0,3.0,Étudiant,Paris,Livre
